xe,rhoe,ue,pe,ee,Me,se
0.852,1.3041,1.5287,2.4661,4.7276,0.93953,0.53094
0.854,1.3041,1.5287,2.4661,4.7276,0.93953,0.53094
0.856,1.3041,1.5287,2.4661,4.7276,0.93953,0.53094
0.858,1.3041,1.5287,2.4661,4.7276,0.93953,0.53094
0.86,1.3041,1.5287,2.4661,4.7276,0.93953,0.53094
0.862,1.3041,1.5287,2.4661,4.7276,0.93953,0.53094
0.864,1.3041,1.5287,2.4661,4.7276,0.93953,0.53094
0.866,1.3041,1.5287,2.4661,4.7276,0.93953,0.53094
0.868,1.3041,1.5287,2.4661,4.7276,0.93953,0.53094
0.87,1.3041,1.5287,2.4661,4.7276,0.93953,0.53094
0.872,0.5,0,0.571,2.855,0,0.41004
0.874,0.5,0,0.571,2.855,0,0.41004
0.876,0.5,0,0.571,2.855,0,0.41004
0.878,0.5,0,0.571,2.855,0,0.41004
0.88,0.5,0,0.571,2.855,0,0.41004
0.882,0.5,0,0.571,2.855,0,0.41004
0.884,0.5,0,0.571,2.855,0,0.41004
0.886,0.5,0,0.571,2.855,0,0.41004
0.888,0.5,0,0.571,2.855,0,0.41004
0.89,0.5,0,0.571,2.855,0,0.41004
0.892,0.5,0,0.571,2.855,0,0.41004
0.894,0.5,0,0.571,2.855,0,0.41004
0.896,0.5,0,0.571,2.855,0,0.41004
0.898,0.5,0,0.571,2.855,0,0.41004
0.9,0.5,0,0.571,2.855,0,0.41004
0.902,0.5,0,0.571,2.855,0,0.41004
0.904,0.5,0,0.571,2.855,0,0.41004
0.906,0.5,0,0.571,2.855,0,0.41004
0.908,0.5,0,0.571,2.855,0,0.41004
0.91,0.5,0,0.571,2.855,0,0.41004
0.912,0.5,0,0.571,2.855,0,0.41004
0.914,0.5,0,0.571,2.855,0,0.41004
0.916,0.5,0,0.571,2.855,0,0.41004
0.918,0.5,0,0.571,2.855,0,0.41004
0.92,0.5,0,0.571,2.855,0,0.41004
0.922,0.5,0,0.571,2.855,0,0.41004
0.924,0.5,0,0.571,2.855,0,0.41004
0.926,0.5,0,0.571,2.855,0,0.41004
0.928,0.5,0,0.571,2.855,0,0.41004
0.93,0.5,0,0.571,2.855,0,0.41004
0.932,0.5,0,0.571,2.855,0,0.41004
0.934,0.5,0,0.571,2.855,0,0.41004
0.936,0.5,0,0.571,2.855,0,0.41004
0.938,0.5,0,0.571,2.855,0,0.41004
0.94,0.5,0,0.571,2.855,0,0.41004
0.942,0.5,0,0.571,2.855,0,0.41004
0.944,0.5,0,0.571,2.855,0,0.41004
0.946,0.5,0,0.571,2.855,0,0.41004
0.948,0.5,0,0.571,2.855,0,0.41004
0.95,0.5,0,0.571,2.855,0,0.41004
0.952,0.5,0,0.571,2.855,0,0.41004
0.954,0.5,0,0.571,2.855,0,0.41004
0.956,0.5,0,0.571,2.855,0,0.41004
0.958,0.5,0,0.571,2.855,0,0.41004
0.96,0.5,0,0.571,2.855,0,0.41004
0.962,0.5,0,0.571,2.855,0,0.41004
0.964,0.5,0,0.571,2.855,0,0.41004
0.966,0.5,0,0.571,2.855,0,0.41004
0.968,0.5,0,0.571,2.855,0,0.41004
0.97,0.5,0,0.571,2.855,0,0.41004
0.972,0.5,0,0.571,2.855,0,0.41004
0.974,0.5,0,0.571,2.855,0,0.41004
0.976,0.5,0,0.571,2.855,0,0.41004
0.978,0.5,0,0.571,2.855,0,0.41004
0.98,0.5,0,0.571,2.855,0,0.41004
0.982,0.5,0,0.571,2.855,0,0.41004
0.984,0.5,0,0.571,2.855,0,0.41004
0.986,0.5,0,0.571,2.855,0,0.41004
0.988,0.5,0,0.571,2.855,0,0.41004
0.99,0.5,0,0.571,2.855,0,0.41004
0.992,0.5,0,0.571,2.855,0,0.41004
0.994,0.5,0,0.571,2.855,0,0.41004
0.996,0.5,0,0.571,2.855,0,0.41004
0.998,0.5,0,0.571,2.855,0,0.41004
1,0.5,0,0.571,2.855,0,0.41004
